time_key,date_actual,hour_actual,day_name,month_name,quarter,year,is_holiday,shift_name
2024010406,2024-01-04,6,Thursday,January,1,2024,0,Night
2024010407,2024-01-04,7,Thursday,January,1,2024,0,Night
2024010408,2024-01-04,8,Thursday,January,1,2024,0,Morning
2024010409,2024-01-04,9,Thursday,January,1,2024,0,Morning
2024010410,2024-01-04,10,Thursday,January,1,2024,0,Morning
2024010411,2024-01-04,11,Thursday,January,1,2024,0,Morning
2024010412,2024-01-04,12,Thursday,January,1,2024,0,Morning
2024010413,2024-01-04,13,Thursday,January,1,2024,0,Morning
2024010414,2024-01-04,14,Thursday,January,1,2024,0,Morning
2024010415,2024-01-04,15,Thursday,January,1,2024,0,Morning
2024010416,2024-01-04,16,Thursday,January,1,2024,0,Day
2024010417,2024-01-04,17,Thursday,January,1,2024,0,Day
2024010418,2024-01-04,18,Thursday,January,1,2024,0,Day
2024010419,2024-01-04,19,Thursday,January,1,2024,0,Day
2024010420,2024-01-04,20,Thursday,January,1,2024,0,Day
2024010421,2024-01-04,21,Thursday,January,1,2024,0,Day
2024010422,2024-01-04,22,Thursday,January,1,2024,0,Day
2024010423,2024-01-04,23,Thursday,January,1,2024,0,Day
2024010500,2024-01-05,0,Friday,January,1,2024,0,Night
2024010501,2024-01-05,1,Friday,January,1,2024,0,Night
2024010502,2024-01-05,2,Friday,January,1,2024,0,Night
2024010503,2024-01-05,3,Friday,January,1,2024,0,Night
2024010504,2024-01-05,4,Friday,January,1,2024,0,Night
2024010505,2024-01-05,5,Friday,January,1,2024,0,Night
2024010506,2024-01-05,6,Friday,January,1,2024,0,Night
2024010507,2024-01-05,7,Friday,January,1,2024,0,Night
2024010508,2024-01-05,8,Friday,January,1,2024,0,Morning
2024010509,2024-01-05,9,Friday,January,1,2024,0,Morning
2024010510,2024-01-05,10,Friday,January,1,2024,0,Morning
2024010511,2024-01-05,11,Friday,January,1,2024,0,Morning
2024010512,2024-01-05,12,Friday,January,1,2024,0,Morning
2024010513,2024-01-05,13,Friday,January,1,2024,0,Morning
2024010514,2024-01-05,14,Friday,January,1,2024,0,Morning
2024010515,2024-01-05,15,Friday,January,1,2024,0,Morning
2024010516,2024-01-05,16,Friday,January,1,2024,0,Day
2024010517,2024-01-05,17,Friday,January,1,2024,0,Day
2024010518,2024-01-05,18,Friday,January,1,2024,0,Day
2024010519,2024-01-05,19,Friday,January,1,2024,0,Day
2024010520,2024-01-05,20,Friday,January,1,2024,0,Day
2024010521,2024-01-05,21,Friday,January,1,2024,0,Day
2024010522,2024-01-05,22,Friday,January,1,2024,0,Day
2024010523,2024-01-05,23,Friday,January,1,2024,0,Day
2024010600,2024-01-06,0,Saturday,January,1,2024,0,Night
2024010601,2024-01-06,1,Saturday,January,1,2024,0,Night
2024010602,2024-01-06,2,Saturday,January,1,2024,0,Night
2024010603,2024-01-06,3,Saturday,January,1,2024,0,Night
2024010604,2024-01-06,4,Saturday,January,1,2024,0,Night
2024010605,2024-01-06,5,Saturday,January,1,2024,0,Night
2024010606,2024-01-06,6,Saturday,January,1,2024,0,Night
2024010607,2024-01-06,7,Saturday,January,1,2024,0,Night
2024010608,2024-01-06,8,Saturday,January,1,2024,0,Morning
2024010609,2024-01-06,9,Saturday,January,1,2024,0,Morning
2024010610,2024-01-06,10,Saturday,January,1,2024,0,Morning
2024010611,2024-01-06,11,Saturday,January,1,2024,0,Morning
2024010612,2024-01-06,12,Saturday,January,1,2024,0,Morning
2024010613,2024-01-06,13,Saturday,January,1,2024,0,Morning
2024010614,2024-01-06,14,Saturday,January,1,2024,0,Morning
2024010615,2024-01-06,15,Saturday,January,1,2024,0,Morning
2024010616,2024-01-06,16,Saturday,January,1,2024,0,Day
2024010617,2024-01-06,17,Saturday,January,1,2024,0,Day
2024010618,2024-01-06,18,Saturday,January,1,2024,0,Day
2024010619,2024-01-06,19,Saturday,January,1,2024,1,Day
2024010620,2024-01-06,20,Saturday,January,1,2024,1,Day
2024010621,2024-01-06,21,Saturday,January,1,2024,0,Day
2024010622,2024-01-06,22,Saturday,January,1,2024,0,Day
2024010623,2024-01-06,23,Saturday,January,1,2024,0,Day
2024010700,2024-01-07,0,Sunday,January,1,2024,0,Night
2024010701,2024-01-07,1,Sunday,January,1,2024,0,Night
2024010702,2024-01-07,2,Sunday,January,1,2024,0,Night
2024010703,2024-01-07,3,Sunday,January,1,2024,0,Night
2024010704,2024-01-07,4,Sunday,January,1,2024,0,Night
2024010705,2024-01-07,5,Sunday,January,1,2024,0,Night
2024010706,2024-01-07,6,Sunday,January,1,2024,0,Night
2024010707,2024-01-07,7,Sunday,January,1,2024,0,Night
2024010708,2024-01-07,8,Sunday,January,1,2024,0,Morning
2024010709,2024-01-07,9,Sunday,January,1,2024,0,Morning
2024010710,2024-01-07,10,Sunday,January,1,2024,1,Morning
2024010711,2024-01-07,11,Sunday,January,1,2024,0,Morning
2024010712,2024-01-07,12,Sunday,January,1,2024,0,Morning
2024010713,2024-01-07,13,Sunday,January,1,2024,0,Morning
2024010714,2024-01-07,14,Sunday,January,1,2024,0,Morning
2024010715,2024-01-07,15,Sunday,January,1,2024,0,Morning
2024010716,2024-01-07,16,Sunday,January,1,2024,0,Day
2024010717,2024-01-07,17,Sunday,January,1,2024,0,Day
2024010718,2024-01-07,18,Sunday,January,1,2024,0,Day
2024010719,2024-01-07,19,Sunday,January,1,2024,0,Day
2024010720,2024-01-07,20,Sunday,January,1,2024,0,Day
2024010721,2024-01-07,21,Sunday,January,1,2024,0,Day
2024010722,2024-01-07,22,Sunday,January,1,2024,0,Day
2024010723,2024-01-07,23,Sunday,January,1,2024,0,Day
2024010800,2024-01-08,0,Monday,January,1,2024,0,Night
2024010801,2024-01-08,1,Monday,January,1,2024,0,Night
2024010802,2024-01-08,2,Monday,January,1,2024,0,Night
2024010803,2024-01-08,3,Monday,January,1,2024,0,Night
2024010804,2024-01-08,4,Monday,January,1,2024,0,Night
2024010805,2024-01-08,5,Monday,January,1,2024,0,Night
2024010806,2024-01-08,6,Monday,January,1,2024,0,Night
2024010807,2024-01-08,7,Monday,January,1,2024,0,Night
2024010808,2024-01-08,8,Monday,January,1,2024,0,Morning
2024010809,2024-01-08,9,Monday,January,1,2024,0,Morning
2024010810,2024-01-08,10,Monday,January,1,2024,0,Morning
2024010811,2024-01-08,11,Monday,January,1,2024,0,Morning
2024010812,2024-01-08,12,Monday,January,1,2024,0,Morning
2024010813,2024-01-08,13,Monday,January,1,2024,0,Morning
2024010814,2024-01-08,14,Monday,January,1,2024,0,Morning
2024010815,2024-01-08,15,Monday,January,1,2024,0,Morning
2024010816,2024-01-08,16,Monday,January,1,2024,0,Day
2024010817,2024-01-08,17,Monday,January,1,2024,0,Day
2024010818,2024-01-08,18,Monday,January,1,2024,0,Day
2024010819,2024-01-08,19,Monday,January,1,2024,0,Day
2024010820,2024-01-08,20,Monday,January,1,2024,0,Day
2024010821,2024-01-08,21,Monday,January,1,2024,0,Day
2024010822,2024-01-08,22,Monday,January,1,2024,0,Day
2024010823,2024-01-08,23,Monday,January,1,2024,0,Day
2024010900,2024-01-09,0,Tuesday,January,1,2024,0,Night
2024010901,2024-01-09,1,Tuesday,January,1,2024,0,Night
2024010902,2024-01-09,2,Tuesday,January,1,2024,0,Night
2024010903,2024-01-09,3,Tuesday,January,1,2024,0,Night
2024010904,2024-01-09,4,Tuesday,January,1,2024,0,Night
2024010905,2024-01-09,5,Tuesday,January,1,2024,0,Night
2024010906,2024-01-09,6,Tuesday,January,1,2024,0,Night
2024010907,2024-01-09,7,Tuesday,January,1,2024,0,Night
2024010908,2024-01-09,8,Tuesday,January,1,2024,0,Morning
2024010909,2024-01-09,9,Tuesday,January,1,2024,0,Morning
2024010910,2024-01-09,10,Tuesday,January,1,2024,0,Morning
2024010911,2024-01-09,11,Tuesday,January,1,2024,0,Morning
2024010912,2024-01-09,12,Tuesday,January,1,2024,0,Morning
2024010913,2024-01-09,13,Tuesday,January,1,2024,0,Morning
2024010914,2024-01-09,14,Tuesday,January,1,2024,0,Morning
2024010915,2024-01-09,15,Tuesday,January,1,2024,0,Morning
2024010916,2024-01-09,16,Tuesday,January,1,2024,0,Day
2024010917,2024-01-09,17,Tuesday,January,1,2024,0,Day
2024010918,2024-01-09,18,Tuesday,January,1,2024,0,Day
2024010919,2024-01-09,19,Tuesday,January,1,2024,0,Day
2024010920,2024-01-09,20,Tuesday,January,1,2024,0,Day
2024010921,2024-01-09,21,Tuesday,January,1,2024,0,Day
2024010922,2024-01-09,22,Tuesday,January,1,2024,0,Day
2024010923,2024-01-09,23,Tuesday,January,1,2024,0,Day
2024011000,2024-01-10,0,Wednesday,January,1,2024,0,Night
2024011001,2024-01-10,1,Wednesday,January,1,2024,0,Night
2024011002,2024-01-10,2,Wednesday,January,1,2024,0,Night
2024011003,2024-01-10,3,Wednesday,January,1,2024,0,Night
2024011004,2024-01-10,4,Wednesday,January,1,2024,0,Night
2024011005,2024-01-10,5,Wednesday,January,1,2024,0,Night
2024011006,2024-01-10,6,Wednesday,January,1,2024,0,Night
2024011007,2024-01-10,7,Wednesday,January,1,2024,0,Night
2024011008,2024-01-10,8,Wednesday,January,1,2024,0,Morning
2024011009,2024-01-10,9,Wednesday,January,1,2024,0,Morning
2024011010,2024-01-10,10,Wednesday,January,1,2024,1,Morning
2024011011,2024-01-10,11,Wednesday,January,1,2024,0,Morning
2024011012,2024-01-10,12,Wednesday,January,1,2024,0,Morning
2024011013,2024-01-10,13,Wednesday,January,1,2024,0,Morning
2024011014,2024-01-10,14,Wednesday,January,1,2024,0,Morning
2024011015,2024-01-10,15,Wednesday,January,1,2024,0,Morning
2024011016,2024-01-10,16,Wednesday,January,1,2024,0,Day
2024011017,2024-01-10,17,Wednesday,January,1,2024,0,Day
2024011018,2024-01-10,18,Wednesday,January,1,2024,0,Day
2024011019,2024-01-10,19,Wednesday,January,1,2024,0,Day
2024011020,2024-01-10,20,Wednesday,January,1,2024,0,Day
2024011021,2024-01-10,21,Wednesday,January,1,2024,0,Day
2024011022,2024-01-10,22,Wednesday,January,1,2024,0,Day
2024011023,2024-01-10,23,Wednesday,January,1,2024,0,Day
2024011100,2024-01-11,0,Thursday,January,1,2024,0,Night
2024011101,2024-01-11,1,Thursday,January,1,2024,1,Night
2024011102,2024-01-11,2,Thursday,January,1,2024,0,Night
2024011103,2024-01-11,3,Thursday,January,1,2024,0,Night
2024011104,2024-01-11,4,Thursday,January,1,2024,0,Night
2024011105,2024-01-11,5,Thursday,January,1,2024,0,Night
2024011106,2024-01-11,6,Thursday,January,1,2024,0,Night
2024011107,2024-01-11,7,Thursday,January,1,2024,1,Night
2024011108,2024-01-11,8,Thursday,January,1,2024,1,Morning
2024011109,2024-01-11,9,Thursday,January,1,2024,0,Morning
2024011110,2024-01-11,10,Thursday,January,1,2024,0,Morning
2024011111,2024-01-11,11,Thursday,January,1,2024,0,Morning
2024011112,2024-01-11,12,Thursday,January,1,2024,0,Morning
2024011113,2024-01-11,13,Thursday,January,1,2024,0,Morning
2024011114,2024-01-11,14,Thursday,January,1,2024,0,Morning
2024011115,2024-01-11,15,Thursday,January,1,2024,0,Morning
2024011116,2024-01-11,16,Thursday,January,1,2024,0,Day
2024011117,2024-01-11,17,Thursday,January,1,2024,0,Day
2024011118,2024-01-11,18,Thursday,January,1,2024,0,Day
2024011119,2024-01-11,19,Thursday,January,1,2024,0,Day
2024011120,2024-01-11,20,Thursday,January,1,2024,0,Day
2024011121,2024-01-11,21,Thursday,January,1,2024,1,Day
2024011122,2024-01-11,22,Thursday,January,1,2024,0,Day
2024011123,2024-01-11,23,Thursday,January,1,2024,0,Day
2024011200,2024-01-12,0,Friday,January,1,2024,0,Night
2024011201,2024-01-12,1,Friday,January,1,2024,0,Night
2024011202,2024-01-12,2,Friday,January,1,2024,0,Night
2024011203,2024-01-12,3,Friday,January,1,2024,0,Night
2024011204,2024-01-12,4,Friday,January,1,2024,0,Night
2024011205,2024-01-12,5,Friday,January,1,2024,0,Night
2024011206,2024-01-12,6,Friday,January,1,2024,0,Night
2024011207,2024-01-12,7,Friday,January,1,2024,0,Night
2024011208,2024-01-12,8,Friday,January,1,2024,0,Morning
2024011209,2024-01-12,9,Friday,January,1,2024,0,Morning
2024011210,2024-01-12,10,Friday,January,1,2024,0,Morning
2024011211,2024-01-12,11,Friday,January,1,2024,0,Morning
2024011212,2024-01-12,12,Friday,January,1,2024,0,Morning
2024011213,2024-01-12,13,Friday,January,1,2024,0,Morning
2024011214,2024-01-12,14,Friday,January,1,2024,0,Morning
2024011215,2024-01-12,15,Friday,January,1,2024,0,Morning
2024011216,2024-01-12,16,Friday,January,1,2024,0,Day
2024011217,2024-01-12,17,Friday,January,1,2024,0,Day
2024011218,2024-01-12,18,Friday,January,1,2024,0,Day
2024011219,2024-01-12,19,Friday,January,1,2024,0,Day
2024011220,2024-01-12,20,Friday,January,1,2024,0,Day
2024011221,2024-01-12,21,Friday,January,1,2024,0,Day
2024011222,2024-01-12,22,Friday,January,1,2024,0,Day
2024011223,2024-01-12,23,Friday,January,1,2024,0,Day
2024011300,2024-01-13,0,Saturday,January,1,2024,0,Night
2024011301,2024-01-13,1,Saturday,January,1,2024,0,Night
2024011302,2024-01-13,2,Saturday,January,1,2024,0,Night
2024011303,2024-01-13,3,Saturday,January,1,2024,0,Night
2024011304,2024-01-13,4,Saturday,January,1,2024,0,Night
2024011305,2024-01-13,5,Saturday,January,1,2024,0,Night
2024011306,2024-01-13,6,Saturday,January,1,2024,0,Night
2024011307,2024-01-13,7,Saturday,January,1,2024,0,Night
2024011308,2024-01-13,8,Saturday,January,1,2024,0,Morning
2024011309,2024-01-13,9,Saturday,January,1,2024,0,Morning
2024011310,2024-01-13,10,Saturday,January,1,2024,0,Morning
2024011311,2024-01-13,11,Saturday,January,1,2024,0,Morning
2024011312,2024-01-13,12,Saturday,January,1,2024,0,Morning
2024011313,2024-01-13,13,Saturday,January,1,2024,0,Morning
2024011314,2024-01-13,14,Saturday,January,1,2024,0,Morning
2024011315,2024-01-13,15,Saturday,January,1,2024,0,Morning
2024011316,2024-01-13,16,Saturday,January,1,2024,0,Day
2024011317,2024-01-13,17,Saturday,January,1,2024,1,Day
2024011318,2024-01-13,18,Saturday,January,1,2024,0,Day
2024011319,2024-01-13,19,Saturday,January,1,2024,0,Day
2024011320,2024-01-13,20,Saturday,January,1,2024,0,Day
2024011321,2024-01-13,21,Saturday,January,1,2024,0,Day
2024011322,2024-01-13,22,Saturday,January,1,2024,0,Day
2024011323,2024-01-13,23,Saturday,January,1,2024,0,Day
2024011400,2024-01-14,0,Sunday,January,1,2024,0,Night
2024011401,2024-01-14,1,Sunday,January,1,2024,1,Night
2024011402,2024-01-14,2,Sunday,January,1,2024,0,Night
2024011403,2024-01-14,3,Sunday,January,1,2024,0,Night
2024011404,2024-01-14,4,Sunday,January,1,2024,0,Night
2024011405,2024-01-14,5,Sunday,January,1,2024,0,Night
2024011406,2024-01-14,6,Sunday,January,1,2024,0,Night
2024011407,2024-01-14,7,Sunday,January,1,2024,0,Night
2024011408,2024-01-14,8,Sunday,January,1,2024,0,Morning
2024011409,2024-01-14,9,Sunday,January,1,2024,0,Morning
2024011410,2024-01-14,10,Sunday,January,1,2024,0,Morning
2024011411,2024-01-14,11,Sunday,January,1,2024,0,Morning
2024011412,2024-01-14,12,Sunday,January,1,2024,1,Morning
2024011413,2024-01-14,13,Sunday,January,1,2024,0,Morning
2024011414,2024-01-14,14,Sunday,January,1,2024,0,Morning
2024011415,2024-01-14,15,Sunday,January,1,2024,0,Morning
2024011416,2024-01-14,16,Sunday,January,1,2024,0,Day
2024011417,2024-01-14,17,Sunday,January,1,2024,0,Day
2024011418,2024-01-14,18,Sunday,January,1,2024,0,Day
2024011419,2024-01-14,19,Sunday,January,1,2024,0,Day
2024011420,2024-01-14,20,Sunday,January,1,2024,0,Day
2024011421,2024-01-14,21,Sunday,January,1,2024,0,Day
2024011422,2024-01-14,22,Sunday,January,1,2024,0,Day
2024011423,2024-01-14,23,Sunday,January,1,2024,0,Day
2024011500,2024-01-15,0,Monday,January,1,2024,0,Night
2024011501,2024-01-15,1,Monday,January,1,2024,0,Night
2024011502,2024-01-15,2,Monday,January,1,2024,0,Night
2024011503,2024-01-15,3,Monday,January,1,2024,0,Night
2024011504,2024-01-15,4,Monday,January,1,2024,0,Night
2024011505,2024-01-15,5,Monday,January,1,2024,0,Night
2024011506,2024-01-15,6,Monday,January,1,2024,0,Night
2024011507,2024-01-15,7,Monday,January,1,2024,0,Night
2024011508,2024-01-15,8,Monday,January,1,2024,0,Morning
2024011509,2024-01-15,9,Monday,January,1,2024,0,Morning
2024011510,2024-01-15,10,Monday,January,1,2024,0,Morning
2024011511,2024-01-15,11,Monday,January,1,2024,0,Morning
2024011512,2024-01-15,12,Monday,January,1,2024,0,Morning
2024011513,2024-01-15,13,Monday,January,1,2024,0,Morning
2024011514,2024-01-15,14,Monday,January,1,2024,0,Morning
2024011515,2024-01-15,15,Monday,January,1,2024,0,Morning
2024011516,2024-01-15,16,Monday,January,1,2024,0,Day
2024011517,2024-01-15,17,Monday,January,1,2024,0,Day
2024011518,2024-01-15,18,Monday,January,1,2024,0,Day
2024011519,2024-01-15,19,Monday,January,1,2024,0,Day
2024011520,2024-01-15,20,Monday,January,1,2024,0,Day
2024011521,2024-01-15,21,Monday,January,1,2024,0,Day
2024011522,2024-01-15,22,Monday,January,1,2024,0,Day
2024011523,2024-01-15,23,Monday,January,1,2024,0,Day
2024011600,2024-01-16,0,Tuesday,January,1,2024,0,Night
2024011601,2024-01-16,1,Tuesday,January,1,2024,0,Night
2024011602,2024-01-16,2,Tuesday,January,1,2024,0,Night
2024011603,2024-01-16,3,Tuesday,January,1,2024,0,Night
2024011604,2024-01-16,4,Tuesday,January,1,2024,0,Night
2024011605,2024-01-16,5,Tuesday,January,1,2024,0,Night
2024011606,2024-01-16,6,Tuesday,January,1,2024,1,Night
2024011607,2024-01-16,7,Tuesday,January,1,2024,0,Night
2024011608,2024-01-16,8,Tuesday,January,1,2024,0,Morning
2024011609,2024-01-16,9,Tuesday,January,1,2024,0,Morning
2024011610,2024-01-16,10,Tuesday,January,1,2024,0,Morning
2024011611,2024-01-16,11,Tuesday,January,1,2024,0,Morning
2024011612,2024-01-16,12,Tuesday,January,1,2024,0,Morning
2024011613,2024-01-16,13,Tuesday,January,1,2024,0,Morning
2024011614,2024-01-16,14,Tuesday,January,1,2024,0,Morning
2024011615,2024-01-16,15,Tuesday,January,1,2024,0,Morning
2024011616,2024-01-16,16,Tuesday,January,1,2024,0,Day
2024011617,2024-01-16,17,Tuesday,January,1,2024,0,Day
2024011618,2024-01-16,18,Tuesday,January,1,2024,0,Day
2024011619,2024-01-16,19,Tuesday,January,1,2024,0,Day
2024011620,2024-01-16,20,Tuesday,January,1,2024,0,Day
2024011621,2024-01-16,21,Tuesday,January,1,2024,0,Day
2024011622,2024-01-16,22,Tuesday,January,1,2024,0,Day
2024011623,2024-01-16,23,Tuesday,January,1,2024,0,Day
2024011700,2024-01-17,0,Wednesday,January,1,2024,0,Night
2024011701,2024-01-17,1,Wednesday,January,1,2024,0,Night
2024011702,2024-01-17,2,Wednesday,January,1,2024,0,Night
2024011703,2024-01-17,3,Wednesday,January,1,2024,0,Night
2024011704,2024-01-17,4,Wednesday,January,1,2024,0,Night
2024011705,2024-01-17,5,Wednesday,January,1,2024,0,Night
2024011706,2024-01-17,6,Wednesday,January,1,2024,1,Night
2024011707,2024-01-17,7,Wednesday,January,1,2024,0,Night
2024011708,2024-01-17,8,Wednesday,January,1,2024,0,Morning
2024011709,2024-01-17,9,Wednesday,January,1,2024,0,Morning
2024011710,2024-01-17,10,Wednesday,January,1,2024,0,Morning
2024011711,2024-01-17,11,Wednesday,January,1,2024,0,Morning
2024011712,2024-01-17,12,Wednesday,January,1,2024,0,Morning
2024011713,2024-01-17,13,Wednesday,January,1,2024,0,Morning
2024011714,2024-01-17,14,Wednesday,January,1,2024,0,Morning
2024011715,2024-01-17,15,Wednesday,January,1,2024,0,Morning
2024011716,2024-01-17,16,Wednesday,January,1,2024,0,Day
2024011717,2024-01-17,17,Wednesday,January,1,2024,0,Day
2024011718,2024-01-17,18,Wednesday,January,1,2024,0,Day
2024011719,2024-01-17,19,Wednesday,January,1,2024,0,Day
2024011720,2024-01-17,20,Wednesday,January,1,2024,0,Day
2024011721,2024-01-17,21,Wednesday,January,1,2024,0,Day
2024011722,2024-01-17,22,Wednesday,January,1,2024,0,Day
2024011723,2024-01-17,23,Wednesday,January,1,2024,0,Day
2024011800,2024-01-18,0,Thursday,January,1,2024,0,Night
2024011801,2024-01-18,1,Thursday,January,1,2024,0,Night
2024011802,2024-01-18,2,Thursday,January,1,2024,0,Night
2024011803,2024-01-18,3,Thursday,January,1,2024,1,Night
2024011804,2024-01-18,4,Thursday,January,1,2024,1,Night
2024011805,2024-01-18,5,Thursday,January,1,2024,0,Night
2024011806,2024-01-18,6,Thursday,January,1,2024,0,Night
2024011807,2024-01-18,7,Thursday,January,1,2024,0,Night
2024011808,2024-01-18,8,Thursday,January,1,2024,0,Morning
2024011809,2024-01-18,9,Thursday,January,1,2024,0,Morning
2024011810,2024-01-18,10,Thursday,January,1,2024,0,Morning
2024011811,2024-01-18,11,Thursday,January,1,2024,0,Morning
2024011812,2024-01-18,12,Thursday,January,1,2024,0,Morning
2024011813,2024-01-18,13,Thursday,January,1,2024,0,Morning
2024011814,2024-01-18,14,Thursday,January,1,2024,0,Morning
2024011815,2024-01-18,15,Thursday,January,1,2024,0,Morning
2024011816,2024-01-18,16,Thursday,January,1,2024,0,Day
2024011817,2024-01-18,17,Thursday,January,1,2024,0,Day
2024011818,2024-01-18,18,Thursday,January,1,2024,0,Day
2024011819,2024-01-18,19,Thursday,January,1,2024,0,Day
2024011820,2024-01-18,20,Thursday,January,1,2024,0,Day
2024011821,2024-01-18,21,Thursday,January,1,2024,0,Day
2024011822,2024-01-18,22,Thursday,January,1,2024,0,Day
2024011823,2024-01-18,23,Thursday,January,1,2024,0,Day
2024011900,2024-01-19,0,Friday,January,1,2024,0,Night
2024011901,2024-01-19,1,Friday,January,1,2024,0,Night
2024011902,2024-01-19,2,Friday,January,1,2024,0,Night
2024011903,2024-01-19,3,Friday,January,1,2024,0,Night
2024011904,2024-01-19,4,Friday,January,1,2024,0,Night
2024011905,2024-01-19,5,Friday,January,1,2024,0,Night
2024011906,2024-01-19,6,Friday,January,1,2024,0,Night
2024011907,2024-01-19,7,Friday,January,1,2024,0,Night
2024011908,2024-01-19,8,Friday,January,1,2024,0,Morning
2024011909,2024-01-19,9,Friday,January,1,2024,1,Morning
2024011910,2024-01-19,10,Friday,January,1,2024,0,Morning
