time_key,port_key,condition_id,wind_speed_bft,wave_height,visibility_km,port_status
2024010112,6,78,4,1.41,1.97,0
2024010113,1,79,2,3.2,14.36,0
2024010113,2,80,5,1.6,14.39,0
2024010113,3,81,3,4.37,8.82,0
2024010113,4,82,10,4.45,14.22,1
2024010113,5,83,2,3.73,4.61,0
2024010113,6,84,9,2.66,12.08,1
2024010114,1,85,5,2.49,14.29,0
2024010114,2,86,10,1.55,6.53,1
2024010114,3,87,5,0.64,5.23,0
2024010114,4,88,1,0.45,10.72,0
2024010114,5,89,6,2.15,7.63,0
2024010114,6,90,7,4.41,6.3,0
2024010115,1,91,1,1.19,11.89,0
2024010115,2,92,9,1.91,4.35,1
2024010115,3,93,8,2.92,10.63,1
2024010115,4,94,8,1.64,6.43,1
2024010115,5,95,7,0.12,4.66,0
2024010115,6,96,5,1.84,14.03,0
2024010116,1,97,3,3.64,4.47,0
2024010116,2,98,9,4.25,6.42,1
2024010116,3,99,7,1.31,9.7,0
2024010116,4,100,11,4.16,1.86,1
2024010116,5,101,10,3.92,2.43,1
2024010116,6,102,10,1.89,9.81,1
2024010117,1,103,8,0.12,9.28,1
2024010117,2,104,6,3.82,9.44,0
2024010117,3,105,11,1.36,9.3,1
2024010117,4,106,5,3.43,12.69,0
2024010117,5,107,8,2.61,5.63,1
2024010117,6,108,3,1.08,3.46,0
2024010118,1,109,7,2.95,13.56,0
2024010118,2,110,2,3.47,8.83,0
2024010118,3,111,3,2.19,12.05,0
2024010118,4,112,2,3.39,3.69,0
2024010118,5,113,5,1.88,7.49,0
2024010118,6,114,7,4.41,2.66,0
2024010119,1,115,11,1.16,2.38,1
2024010119,2,116,10,3.52,7.36,1
2024010119,3,117,11,3.4,9.33,1
2024010119,4,118,11,2.43,13.99,1
2024010119,5,119,11,1.64,1.68,1
2024010119,6,120,10,2.06,6.22,1
2024010120,1,121,1,2.87,11.35,0
2024010120,2,122,10,2.43,5.26,1
2024010120,3,123,9,3.45,11.54,1
2024010120,4,124,1,1.69,14.31,0
2024010120,5,125,1,0.57,9.24,0
2024010120,6,126,10,2.32,4.51,1
2024010121,1,127,8,1.24,9.33,1
2024010121,2,128,6,2.81,5.25,0
2024010121,3,129,6,2.39,3.37,0
2024010121,4,130,9,3.53,12.1,1
2024010121,5,131,4,2.63,10.28,0
2024010121,6,132,8,2.0,12.9,1
2024010122,1,133,4,0.63,13.21,0
2024010122,2,134,2,0.63,5.99,0
2024010122,3,135,11,2.92,2.58,1
2024010122,4,136,8,3.98,7.6,1
2024010122,5,137,7,1.93,5.96,0
2024010122,6,138,4,2.44,9.87,0
2024010123,1,139,9,2.7,12.8,1
2024010123,2,140,9,2.2,9.56,1
2024010123,3,141,8,0.36,1.15,1
2024010123,4,142,1,2.69,9.45,0
2024010123,5,143,7,0.7,2.81,0
2024010123,6,144,5,2.55,5.43,0
2024010200,1,145,7,3.51,4.36,0
2024010200,2,146,9,0.12,8.04,1
2024010200,3,147,2,1.99,12.02,0
2024010200,4,148,11,3.38,1.53,1
2024010200,5,149,4,2.43,1.81,0
2024010200,6,150,4,1.14,14.43,0
2024010201,1,151,2,3.17,7.15,0
2024010201,2,152,3,3.55,11.36,0
2024010201,3,153,11,1.7,13.26,1
2024010201,4,154,8,1.41,6.34,1
2024010201,5,155,9,2.5,8.67,1
2024010201,6,156,6,1.71,13.12,0
2024010202,1,157,10,3.78,9.39,1
2024010202,2,158,2,3.53,3.64,0
2024010202,3,159,2,1.47,9.38,0
2024010202,4,160,7,2.11,14.53,0
2024010202,5,161,8,4.01,14.81,1
2024010202,6,162,8,0.75,13.72,1
2024010203,1,163,6,3.42,11.11,0
2024010203,2,164,10,1.49,13.35,1
2024010203,3,165,8,0.63,6.74,1
2024010203,4,166,1,0.61,5.78,0
2024010203,5,167,9,1.32,14.93,1
2024010203,6,168,1,2.51,13.35,0
2024010204,1,169,3,4.09,2.6,0
2024010204,2,170,9,1.43,12.34,1
2024010204,3,171,11,0.98,1.17,1
2024010204,4,172,5,2.21,6.97,0
2024010204,5,173,9,0.79,2.18,1
2024010204,6,174,9,1.3,6.16,1
2024010205,1,175,6,4.44,12.34,0
2024010205,2,176,11,2.56,3.1,1
2024010205,3,177,1,3.55,5.92,0
2024010205,4,178,10,1.03,4.57,1
2024010205,5,179,7,2.39,2.82,0
2024010205,6,180,6,2.35,14.57,0
2024010206,1,181,9,3.68,7.08,1
2024010206,2,182,7,0.19,1.31,0
2024010206,3,183,11,3.89,10.49,1
2024010206,4,184,4,0.45,8.35,0
2024010206,5,185,7,4.13,12.48,0
2024010206,6,186,2,0.73,6.09,0
2024010207,1,187,6,2.44,13.75,0
2024010207,2,188,6,0.54,1.39,0
2024010207,3,189,2,2.07,8.34,0
2024010207,4,190,4,1.42,7.84,0
2024010207,5,191,8,1.95,1.17,1
2024010207,6,192,8,2.5,1.89,1
2024010208,1,193,8,2.12,5.03,1
2024010208,2,194,8,0.2,9.05,1
2024010208,3,195,1,3.9,3.89,0
2024010208,4,196,2,0.52,3.58,0
2024010208,5,197,4,4.41,2.9,0
2024010208,6,198,9,3.85,13.99,1
2024010209,1,199,3,2.57,8.91,0
2024010209,2,200,6,1.18,4.45,0
2024010209,3,201,7,0.48,14.6,0
2024010209,4,202,8,3.06,6.72,1
2024010209,5,203,7,0.99,2.57,0
2024010209,6,204,3,3.33,8.15,0
2024010210,1,205,6,3.76,7.09,0
2024010210,2,206,5,4.45,9.65,0
2024010210,3,207,10,2.32,10.79,1
2024010210,4,208,4,4.39,5.84,0
2024010210,5,209,1,0.76,3.4,0
2024010210,6,210,7,3.78,6.79,0
2024010211,1,211,8,1.68,8.07,1
2024010211,2,212,2,1.71,7.53,0
2024010211,3,213,7,1.28,1.47,0
2024010211,4,214,6,0.86,12.12,0
2024010211,5,215,5,2.05,5.8,0
2024010211,6,216,4,4.44,5.1,0
2024010212,1,217,2,1.55,3.99,0
2024010212,2,218,10,2.13,9.16,1
2024010212,3,219,6,1.11,9.25,0
2024010212,4,220,5,1.58,7.03,0
2024010212,5,221,2,0.34,10.42,0
2024010212,6,222,10,4.31,1.53,1
2024010213,1,223,7,2.34,12.23,0
2024010213,2,224,6,3.32,4.59,0
2024010213,3,225,11,2.36,7.56,1
2024010213,4,226,9,3.49,11.43,1
2024010213,5,227,11,2.45,3.44,1
2024010213,6,228,10,3.19,13.64,1
2024010214,1,229,5,3.11,2.9,0
2024010214,2,230,9,2.45,12.38,1
2024010214,3,231,9,1.11,6.58,1
2024010214,4,232,1,1.03,3.3,0
2024010214,5,233,5,3.95,13.17,0
2024010214,6,234,9,0.63,11.25,1
2024010215,1,235,7,2.56,4.21,0
2024010215,2,236,6,2.31,10.31,0
2024010215,3,237,6,3.61,3.18,0
2024010215,4,238,11,0.7,14.66,1
2024010215,5,239,7,3.12,8.68,0
2024010215,6,240,1,2.77,3.11,0
2024010216,1,241,4,3.19,1.93,0
2024010216,2,242,1,2.83,9.81,0
2024010216,3,243,6,2.58,10.02,0
2024010216,4,244,4,4.18,14.7,0
2024010216,5,245,1,1.63,7.95,0
2024010216,6,246,9,0.91,5.75,1
2024010217,1,247,4,3.6,10.94,0
2024010217,2,248,6,0.67,12.23,0
2024010217,3,249,7,3.09,10.61,0
2024010217,4,250,8,2.52,11.41,1
2024010217,5,251,11,0.11,10.69,1
2024010217,6,252,9,1.16,3.43,1
2024010218,1,253,9,2.28,12.35,1
2024010218,2,254,8,1.55,9.76,1
2024010218,3,255,10,1.98,6.48,1
2024010218,4,256,11,2.75,10.28,1
2024010218,5,257,3,3.32,12.85,0
2024010218,6,258,2,0.77,13.07,0
2024010219,1,259,5,1.34,5.67,0
2024010219,2,260,1,2.9,2.65,0
2024010219,3,261,3,2.69,4.13,0
2024010219,4,262,1,3.34,9.5,0
2024010219,5,263,3,2.92,8.23,0
2024010219,6,264,4,1.55,7.92,0
2024010220,1,265,7,2.3,5.25,0
2024010220,2,266,5,3.99,2.06,0
2024010220,3,267,5,0.92,5.21,0
2024010220,4,268,1,1.76,10.69,0
2024010220,5,269,8,3.8,9.71,1
2024010220,6,270,4,1.7,4.87,0
2024010221,1,271,10,1.91,11.81,1
2024010221,2,272,5,1.5,14.43,0
2024010221,3,273,2,4.06,4.54,0
2024010221,4,274,1,3.02,12.01,0
2024010221,5,275,9,1.02,12.01,1
2024010221,6,276,2,3.4,8.48,0
2024010222,1,277,6,0.27,1.14,0
2024010222,2,278,1,1.84,5.12,0
2024010222,3,279,1,4.1,1.55,0
2024010222,4,280,9,3.14,6.72,1
2024010222,5,281,4,3.59,8.97,0
2024010222,6,282,9,4.2,7.13,1
2024010223,1,283,11,3.51,10.72,1
2024010223,2,284,5,0.49,4.29,0
2024010223,3,285,7,1.11,2.09,0
2024010223,4,286,1,2.3,3.37,0
2024010223,5,287,6,0.16,4.74,0
2024010223,6,288,8,2.85,4.41,1
2024010300,1,289,1,2.99,8.19,0
2024010300,2,290,9,3.16,13.57,1
2024010300,3,291,3,2.55,5.99,0
2024010300,4,292,1,2.09,2.18,0
2024010300,5,293,1,3.86,12.48,0
2024010300,6,294,11,3.48,1.23,1
2024010301,1,295,6,2.79,8.22,0
2024010301,2,296,11,0.3,12.33,1
2024010301,3,297,6,3.15,8.93,0
2024010301,4,298,1,2.56,14.02,0
2024010301,5,299,3,3.15,1.42,0
2024010301,6,300,7,1.47,14.19,0
2024010302,1,301,10,3.52,11.5,1
2024010302,2,302,3,1.94,5.59,0
2024010302,3,303,3,4.04,9.79,0
2024010302,4,304,3,0.56,8.87,0
2024010302,5,305,7,2.23,13.75,0
2024010302,6,306,4,1.01,6.78,0
2024010303,1,307,4,2.1,2.39,0
2024010303,2,308,3,1.66,1.96,0
2024010303,3,309,10,3.64,6.79,1
2024010303,4,310,11,0.84,14.8,1
2024010303,5,311,9,2.73,9.66,1
2024010303,6,312,2,1.89,11.39,0
2024010304,1,313,4,2.38,14.48,0
2024010304,2,314,8,3.24,10.28,1
2024010304,3,315,6,1.67,9.43,0
2024010304,4,316,7,1.72,3.64,0
2024010304,5,317,7,0.44,5.05,0
2024010304,6,318,2,2.53,13.32,0
2024010305,1,319,4,1.93,8.11,0
2024010305,2,320,10,3.67,13.09,1
2024010305,3,321,10,2.03,1.22,1
2024010305,4,322,6,4.37,8.08,0
2024010305,5,323,3,0.86,5.41,0
2024010305,6,324,9,1.28,4.93,1
2024010306,1,325,4,1.82,13.05,0
2024010306,2,326,10,0.85,12.73,1
2024010306,3,327,2,4.38,13.54,0
2024010306,4,328,6,2.92,7.01,0
2024010306,5,329,1,0.15,14.46,0
2024010306,6,330,6,2.65,5.49,0
2024010307,1,331,10,3.54,14.85,1
2024010307,2,332,1,0.33,11.6,0
2024010307,3,333,8,2.64,10.16,1
2024010307,4,334,5,1.75,13.47,0
2024010307,5,335,6,2.66,9.84,0
2024010307,6,336,2,1.21,6.88,0
2024010308,1,337,2,3.03,6.06,0
2024010308,2,338,9,3.05,2.97,1
2024010308,3,339,3,2.47,7.73,0
2024010308,4,340,6,4.16,12.05,0
2024010308,5,341,10,4.1,2.93,1
2024010308,6,342,5,0.31,13.98,0
2024010309,1,343,4,1.38,4.08,0
2024010309,2,344,10,1.7,14.45,1
2024010309,3,345,2,0.34,7.39,0
2024010309,4,346,8,2.4,2.94,1
2024010309,5,347,10,0.21,2.57,1
2024010309,6,348,7,3.08,10.27,0
2024010310,1,349,11,0.11,12.35,1
2024010310,2,350,2,0.24,1.8,0
2024010310,3,351,6,3.77,13.82,0
2024010310,4,352,8,1.21,1.54,1
2024010310,5,353,7,0.46,8.63,0
2024010310,6,354,1,1.86,8.22,0
2024010311,1,355,5,0.32,12.28,0
2024010311,2,356,2,3.4,9.15,0
2024010311,3,357,6,2.27,5.72,0
2024010311,4,358,7,2.53,9.12,0
2024010311,5,359,7,3.41,14.32,0
2024010311,6,360,3,3.55,2.72,0
2024010312,1,361,7,0.7,10.19,0
2024010312,2,362,5,1.33,3.35,0
2024010312,3,363,8,0.87,3.86,1
2024010312,4,364,8,0.34,14.62,1
2024010312,5,365,7,2.47,12.56,0
2024010312,6,366,6,1.2,13.76,0
2024010313,1,367,2,0.78,3.13,0
2024010313,2,368,6,2.34,6.78,0
2024010313,3,369,11,2.89,11.74,1
2024010313,4,370,9,3.5,10.08,1
2024010313,5,371,2,0.18,3.11,0
2024010313,6,372,1,2.42,7.15,0
2024010314,1,373,11,1.28,4.4,1
2024010314,2,374,5,4.46,5.73,0
2024010314,3,375,11,0.79,13.78,1
2024010314,4,376,6,2.03,4.45,0
2024010314,5,377,3,4.37,6.26,0
2024010314,6,378,8,1.04,8.25,1
2024010315,1,379,7,3.65,1.99,0
2024010315,2,380,2,1.17,13.44,0
2024010315,3,381,7,0.43,7.5,0
2024010315,4,382,1,0.29,6.04,0
2024010315,5,383,9,4.27,7.69,1
2024010315,6,384,7,1.04,10.45,0
2024010316,1,385,6,1.38,9.56,0
2024010316,2,386,2,4.35,9.08,0
2024010316,3,387,3,2.99,5.27,0
2024010316,4,388,1,2.25,7.09,0
2024010316,5,389,10,2.02,10.76,1
2024010316,6,390,5,0.31,13.23,0
2024010317,1,391,9,3.79,2.91,1
2024010317,2,392,6,3.45,12.75,0
2024010317,3,393,5,0.5,12.15,0
2024010317,4,394,3,1.66,11.39,0
2024010317,5,395,5,4.0,7.49,0
2024010317,6,396,8,1.14,8.89,1
2024010318,1,397,2,2.79,7.7,0
2024010318,2,398,5,2.25,8.16,0
2024010318,3,399,6,3.7,9.63,0
2024010318,4,400,10,0.26,7.9,1
2024010318,5,401,8,3.69,8.79,1
2024010318,6,402,8,0.7,10.27,1
2024010319,1,403,5,0.17,4.8,0
2024010319,2,404,9,2.72,11.01,1
2024010319,3,405,4,1.24,14.58,0
2024010319,4,406,9,3.22,3.74,1
2024010319,5,407,11,2.17,13.86,1
2024010319,6,408,7,2.76,6.93,0
2024010320,1,409,6,3.13,13.82,0
2024010320,2,410,4,4.18,6.87,0
2024010320,3,411,2,3.72,11.0,0
2024010320,4,412,8,2.28,8.81,1
2024010320,5,413,6,2.03,11.5,0
2024010320,6,414,3,2.98,10.82,0
2024010321,1,415,7,3.33,14.43,0
2024010321,2,416,10,0.86,5.05,1
2024010321,3,417,7,0.24,14.02,0
2024010321,4,418,6,2.1,4.53,0
2024010321,5,419,2,0.54,12.01,0
2024010321,6,420,8,1.3,7.86,1
2024010322,1,421,1,2.67,2.01,0
2024010322,2,422,1,0.77,1.48,0
2024010322,3,423,6,0.23,8.29,0
2024010322,4,424,5,2.54,1.49,0
2024010322,5,425,9,2.15,14.25,1
2024010322,6,426,7,1.45,3.31,0
2024010323,1,427,2,2.16,7.79,0
2024010323,2,428,7,3.11,6.28,0
2024010323,3,429,3,0.58,8.34,0
2024010323,4,430,1,1.23,3.92,0
2024010323,5,431,11,3.6,13.13,1
2024010323,6,432,8,3.05,1.18,1
2024010400,1,433,3,1.27,9.0,0
2024010400,2,434,11,1.85,5.86,1
2024010400,3,435,8,0.63,4.0,1
2024010400,4,436,7,1.21,3.99,0
2024010400,5,437,2,3.8,3.57,0
2024010400,6,438,1,2.04,9.44,0
2024010401,1,439,7,2.92,13.48,0
2024010401,2,440,1,0.8,6.57,0
2024010401,3,441,6,0.91,3.31,0
2024010401,4,442,11,4.24,1.74,1
2024010401,5,443,10,3.8,12.46,1
2024010401,6,444,11,3.58,4.11,1
2024010402,1,445,10,1.55,11.29,1
2024010402,2,446,8,2.58,8.42,1
2024010402,3,447,7,2.27,9.92,0
2024010402,4,448,4,4.31,9.06,0
2024010402,5,449,1,1.15,14.33,0
2024010402,6,450,1,4.27,2.43,0
2024010403,1,451,4,3.21,10.22,0
2024010403,2,452,5,1.92,2.61,0
2024010403,3,453,7,1.27,3.72,0
2024010403,4,454,4,3.43,10.44,0
2024010403,5,455,10,3.72,9.66,1
2024010403,6,456,1,1.67,7.8,0
2024010404,1,457,11,0.86,11.83,1
2024010404,2,458,10,2.27,10.69,1
2024010404,3,459,7,2.16,1.82,0
2024010404,4,460,2,3.29,10.16,0
2024010404,5,461,11,4.38,6.42,1
2024010404,6,462,2,2.44,7.6,0
2024010405,1,463,8,3.32,8.33,1
2024010405,2,464,10,1.64,5.69,1
2024010405,3,465,10,2.74,7.27,1
2024010405,4,466,10,0.61,8.86,1
2024010405,5,467,5,3.69,1.83,0
2024010405,6,468,10,1.62,9.02,1
2024010406,1,469,2,0.45,5.87,0
2024010406,2,470,5,4.46,9.02,0
2024010406,3,471,8,4.07,7.23,1
2024010406,4,472,6,0.97,3.56,0
2024010406,5,473,3,1.7,2.53,0
2024010406,6,474,8,4.22,13.25,1
2024010407,1,475,9,3.6,6.53,1
2024010407,2,476,5,4.09,9.63,0
2024010407,3,477,2,2.58,2.19,0
2024010407,4,478,2,1.17,6.76,0
2024010407,5,479,7,1.1,10.9,0
2024010407,6,480,1,2.41,14.57,0
2024010408,1,481,10,4.17,8.77,1
2024010408,2,482,2,2.88,3.46,0
2024010408,3,483,10,0.25,1.18,1
2024010408,4,484,4,2.57,5.96,0
2024010408,5,485,1,2.78,6.69,0
2024010408,6,486,4,2.66,7.98,0
2024010409,1,487,11,3.14,1.06,1
2024010409,2,488,10,1.39,11.13,1
2024010409,3,489,5,0.73,10.17,0
2024010409,4,490,9,3.4,1.25,1
2024010409,5,491,1,0.96,5.67,0
2024010409,6,492,5,0.6,6.15,0
2024010410,1,493,2,1.68,4.98,0
2024010410,2,494,9,3.76,5.15,1
2024010410,3,495,6,0.46,7.07,0
2024010410,4,496,2,0.96,10.83,0
2024010410,5,497,3,2.19,10.46,0
2024010410,6,498,8,1.37,6.74,1
2024010411,1,499,1,3.28,9.69,0
2024010411,2,500,3,3.07,1.98,0
2024010411,3,501,10,3.81,11.77,1
2024010411,4,502,1,1.0,7.18,0
2024010411,5,503,11,2.96,2.26,1
2024010411,6,504,11,3.51,6.23,1
2024010412,1,505,8,0.38,10.92,1
2024010412,2,506,1,0.26,2.73,0
2024010412,3,507,5,2.56,12.41,0
2024010412,4,508,4,2.69,10.91,0
2024010412,5,509,7,1.83,2.16,0
2024010412,6,510,5,0.26,14.7,0
2024010413,1,511,8,1.87,14.21,1
2024010413,2,512,11,2.93,2.85,1
2024010413,3,513,1,3.19,3.84,0
2024010413,4,514,5,2.27,5.86,0
2024010413,5,515,4,2.41,14.86,0
2024010413,6,516,3,3.06,10.88,0
2024010414,1,517,5,2.08,13.8,0
2024010414,2,518,10,1.26,4.86,1
2024010414,3,519,3,1.08,13.18,0
2024010414,4,520,8,3.41,2.55,1
2024010414,5,521,3,2.25,14.94,0
2024010414,6,522,1,2.85,2.49,0
2024010415,1,523,9,2.17,7.11,1
2024010415,2,524,9,3.7,12.48,1
2024010415,3,525,6,2.29,12.91,0
2024010415,4,526,10,4.45,13.08,1
2024010415,5,527,1,1.17,5.01,0
2024010415,6,528,8,0.71,10.25,1
2024010416,1,529,2,1.74,3.94,0
2024010416,2,530,9,4.14,7.92,1
2024010416,3,531,8,3.85,12.87,1
2024010416,4,532,3,1.19,6.74,0
2024010416,5,533,5,2.74,2.54,0
2024010416,6,534,9,2.69,1.33,1
2024010417,1,535,1,1.39,13.6,0
2024010417,2,536,9,1.14,2.73,1
2024010417,3,537,4,1.82,13.26,0
2024010417,4,538,4,3.57,2.31,0
2024010417,5,539,4,0.94,4.38,0
2024010417,6,540,10,2.06,11.2,1
2024010418,1,541,9,2.22,3.45,1
2024010418,2,542,6,4.23,13.37,0
2024010418,3,543,11,1.44,4.15,1
2024010418,4,544,8,0.19,6.15,1
2024010418,5,545,4,3.15,13.14,0
2024010418,6,546,3,3.43,5.8,0
2024010419,1,547,1,3.19,9.24,0
2024010419,2,548,10,3.18,5.54,1
2024010419,3,549,7,2.23,7.7,0
2024010419,4,550,4,0.18,7.59,0
2024010419,5,551,8,3.31,7.66,1
2024010419,6,552,3,4.22,6.14,0
2024010420,1,553,1,0.79,11.12,0
2024010420,2,554,5,0.4,5.8,0
2024010420,3,555,2,1.27,2.91,0
2024010420,4,556,3,3.84,9.36,0
2024010420,5,557,6,0.57,4.89,0
2024010420,6,558,3,3.25,1.54,0
2024010421,1,559,3,0.38,1.63,0
2024010421,2,560,6,0.24,7.83,0
2024010421,3,561,5,4.02,14.55,0
2024010421,4,562,10,3.49,2.09,1
2024010421,5,563,9,2.73,5.64,1
2024010421,6,564,1,0.86,1.55,0
2024010422,1,565,3,1.33,9.84,0
2024010422,2,566,3,0.31,9.1,0
2024010422,3,567,11,2.94,4.97,1
2024010422,4,568,6,3.12,11.64,0
2024010422,5,569,8,1.54,1.41,1
2024010422,6,570,3,1.59,2.76,0
2024010423,1,571,3,2.87,1.81,0
2024010423,2,572,6,4.26,5.73,0
2024010423,3,573,8,1.84,8.07,1
2024010423,4,574,6,2.27,5.06,0
2024010423,5,575,10,3.17,5.41,1
2024010423,6,576,3,1.61,9.03,0
2024010500,1,577,4,3.92,4.37,0
2024010500,2,578,1,3.82,4.88,0
2024010500,3,579,8,3.07,13.62,1
2024010500,4,580,4,2.46,11.18,0
2024010500,5,581,6,4.43,8.07,0
2024010500,6,582,11,3.19,10.85,1
2024010501,1,583,3,2.93,7.18,0
2024010501,2,584,11,3.96,13.77,1
2024010501,3,585,11,2.54,3.47,1
2024010501,4,586,6,1.17,3.39,0
2024010501,5,587,11,0.71,1.83,1
2024010501,6,588,9,2.17,3.52,1
2024010502,1,589,9,2.37,4.09,1
2024010502,2,590,10,3.74,13.05,1
2024010502,3,591,3,0.71,8.12,0
2024010502,4,592,3,3.1,3.88,0
2024010502,5,593,4,1.44,12.92,0
2024010502,6,594,7,4.23,2.06,0
2024010503,1,595,3,2.17,4.98,0
2024010503,2,596,10,2.84,14.14,1
2024010503,3,597,8,2.96,14.56,1
2024010503,4,598,11,0.5,6.19,1
2024010503,5,599,8,3.85,12.27,1
2024010503,6,600,6,0.82,3.18,0
2024010504,1,601,4,1.85,13.48,0
2024010504,2,602,11,3.06,12.09,1
2024010504,3,603,11,0.34,10.22,1
2024010504,4,604,5,2.65,12.73,0
2024010504,5,605,2,1.9,8.87,0
2024010504,6,606,6,0.38,5.65,0
2024010505,1,607,3,3.3,10.31,0
2024010505,2,608,6,2.31,10.3,0
2024010505,3,609,5,1.44,9.12,0
2024010505,4,610,2,0.47,12.02,0
2024010505,5,611,5,2.51,1.75,0
2024010505,6,612,5,1.45,9.95,0
2024010506,1,613,9,4.27,9.08,1
2024010506,2,614,11,2.7,4.09,1
2024010506,3,615,8,1.35,2.22,1
2024010506,4,616,7,2.43,7.58,0
2024010506,5,617,3,2.47,4.56,0
2024010506,6,618,10,3.3,11.81,1
2024010507,1,619,4,4.07,7.87,0
2024010507,2,620,6,4.34,14.46,0
2024010507,3,621,3,3.26,14.38,0
2024010507,4,622,11,2.5,13.34,1
2024010507,5,623,9,1.09,9.82,1
2024010507,6,624,8,1.87,9.38,1
2024010508,1,625,6,2.25,4.05,0
2024010508,2,626,4,0.66,11.04,0
2024010508,3,627,7,1.23,13.8,0
2024010508,4,628,11,4.43,5.39,1
2024010508,5,629,3,3.43,12.81,0
2024010508,6,630,10,2.22,6.74,1
2024010509,1,631,8,1.09,14.37,1
2024010509,2,632,1,2.62,6.58,0
2024010509,3,633,3,1.12,11.81,0
2024010509,4,634,11,0.95,12.34,1
2024010509,5,635,5,0.51,10.96,0
2024010509,6,636,5,1.62,6.35,0
2024010510,1,637,10,2.48,3.18,1
2024010510,2,638,2,0.8,2.4,0
2024010510,3,639,10,0.98,2.31,1
2024010510,4,640,8,1.82,11.77,1
2024010510,5,641,5,2.25,6.34,0
2024010510,6,642,7,3.45,6.32,0
2024010511,1,643,7,2.59,3.82,0
2024010511,2,644,5,2.82,4.0,0
2024010511,3,645,8,3.16,6.33,1
2024010511,4,646,9,2.08,3.97,1
2024010511,5,647,4,1.61,9.88,0
2024010511,6,648,4,3.62,12.92,0
2024010512,1,649,8,3.74,10.5,1
2024010512,2,650,1,0.78,5.15,0
2024010512,3,651,4,4.29,5.51,0
2024010512,4,652,6,4.19,9.62,0
2024010512,5,653,4,3.93,9.65,0
2024010512,6,654,6,1.96,11.51,0
2024010513,1,655,5,3.81,14.11,0
2024010513,2,656,9,2.86,4.16,1
2024010513,3,657,10,1.0,5.06,1
2024010513,4,658,9,3.51,11.09,1
2024010513,5,659,4,1.89,2.69,0
2024010513,6,660,4,1.39,4.38,0
2024010514,1,661,8,3.96,4.23,1
2024010514,2,662,10,3.89,3.98,1
2024010514,3,663,4,3.9,10.87,0
