time_key,port_key,op_id,berth_occupancy_rate,crane_efficiency,customs_time_hours,cargo_category,truck_queue_length
2024010119,4,118,84.59,19,16.54,Container,95
2024010119,5,119,73.44,12,18.77,Bulk,54
2024010119,6,120,48.83,21,15.0,Bulk,71
2024010120,1,121,37.7,18,19.72,Container,65
2024010120,2,122,52.56,18,17.44,Oil,37
2024010120,3,123,30.38,8,8.71,Oil,76
2024010120,4,124,77.2,9,22.09,Oil,71
2024010120,5,125,35.55,10,16.13,Bulk,24
2024010120,6,126,78.29,22,6.47,Container,82
2024010121,1,127,75.84,19,23.32,Oil,56
2024010121,2,128,57.2,22,3.75,Bulk,32
2024010121,3,129,94.87,5,19.08,Bulk,29
2024010121,4,130,47.22,13,21.41,Container,46
2024010121,5,131,91.55,8,9.28,Bulk,58
2024010121,6,132,63.1,19,17.07,Bulk,99
2024010122,1,133,81.39,21,18.41,Container,66
2024010122,2,134,55.54,19,3.49,Bulk,77
2024010122,3,135,31.96,22,21.69,Oil,27
2024010122,4,136,93.17,9,2.74,Oil,58
2024010122,5,137,43.8,22,15.86,Bulk,56
2024010122,6,138,59.27,11,16.01,Container,96
2024010123,1,139,91.7,16,19.14,Oil,42
2024010123,2,140,62.96,5,19.04,Bulk,20
2024010123,3,141,86.46,24,5.61,Container,71
2024010123,4,142,51.47,17,20.2,Bulk,93
2024010123,5,143,84.07,19,8.17,Oil,97
2024010123,6,144,91.65,17,13.05,Oil,0
2024010200,1,145,64.7,18,13.55,Oil,16
2024010200,2,146,87.9,9,11.79,Container,45
2024010200,3,147,53.26,7,18.87,Oil,97
2024010200,4,148,86.21,12,13.12,Container,15
2024010200,5,149,47.56,8,12.52,Oil,52
2024010200,6,150,51.33,21,7.08,Bulk,84
2024010201,1,151,45.6,19,7.97,Container,62
2024010201,2,152,70.09,23,15.2,Container,98
2024010201,3,153,76.68,5,9.53,Container,58
2024010201,4,154,66.62,7,8.9,Oil,36
2024010201,5,155,32.26,13,9.9,Bulk,25
2024010201,6,156,89.37,10,17.66,Bulk,56
2024010202,1,157,87.98,24,3.84,Oil,69
2024010202,2,158,57.14,12,19.08,Bulk,7
2024010202,3,159,63.98,18,8.69,Bulk,81
2024010202,4,160,45.74,24,6.62,Oil,7
2024010202,5,161,60.35,5,21.53,Container,49
2024010202,6,162,74.78,15,20.9,Oil,12
2024010203,1,163,68.43,19,7.9,Container,24
2024010203,2,164,89.07,19,4.57,Oil,84
2024010203,3,165,30.52,21,23.9,Bulk,13
2024010203,4,166,93.56,5,4.83,Bulk,33
2024010203,5,167,67.9,21,22.85,Container,30
2024010203,6,168,53.13,19,7.92,Container,18
2024010204,1,169,34.66,18,14.13,Container,5
2024010204,2,170,92.9,9,8.59,Container,21
2024010204,3,171,85.25,12,8.47,Container,61
2024010204,4,172,63.56,11,8.53,Bulk,89
2024010204,5,173,78.81,22,23.3,Bulk,3
2024010204,6,174,89.09,6,15.28,Oil,9
2024010205,1,175,65.7,7,21.31,Oil,64
2024010205,2,176,58.65,23,20.78,Bulk,31
2024010205,3,177,34.41,12,10.72,Oil,22
2024010205,4,178,78.4,8,23.47,Bulk,50
2024010205,5,179,72.59,5,12.24,Bulk,53
2024010205,6,180,74.98,22,8.59,Bulk,86
2024010206,1,181,68.77,12,10.01,Container,20
2024010206,2,182,54.69,13,11.86,Container,44
2024010206,3,183,85.32,24,16.88,Container,12
2024010206,4,184,75.38,11,6.64,Bulk,12
2024010206,5,185,55.23,11,20.32,Oil,68
2024010206,6,186,81.56,21,8.71,Container,79
2024010207,1,187,93.85,8,21.62,Oil,41
2024010207,2,188,56.59,24,23.2,Container,53
2024010207,3,189,94.68,15,7.93,Oil,87
2024010207,4,190,74.61,9,2.58,Bulk,98
2024010207,5,191,54.91,8,1.56,Container,41
2024010207,6,192,74.53,7,21.73,Container,25
2024010208,1,193,52.39,19,14.6,Bulk,35
2024010208,2,194,62.29,5,19.75,Oil,29
2024010208,3,195,90.94,7,22.56,Container,73
2024010208,4,196,55.08,8,18.06,Oil,73
2024010208,5,197,85.6,19,18.96,Oil,27
2024010208,6,198,33.6,13,7.69,Oil,29
2024010209,1,199,47.32,21,20.69,Container,84
2024010209,2,200,55.16,23,1.85,Oil,57
2024010209,3,201,77.52,18,7.79,Oil,80
2024010209,4,202,88.65,15,1.96,Oil,76
2024010209,5,203,62.65,22,17.99,Container,96
2024010209,6,204,85.22,12,14.94,Container,89
2024010210,1,205,68.35,19,21.41,Oil,61
2024010210,2,206,68.44,22,19.44,Bulk,22
2024010210,3,207,91.1,22,4.93,Oil,16
2024010210,4,208,47.47,5,3.1,Oil,23
2024010210,5,209,80.36,20,23.17,Container,51
2024010210,6,210,40.22,6,1.54,Bulk,49
2024010211,1,211,88.83,19,20.81,Oil,74
2024010211,2,212,66.35,5,1.34,Oil,77
2024010211,3,213,52.22,13,23.87,Bulk,73
2024010211,4,214,32.38,19,2.85,Oil,39
2024010211,5,215,62.39,14,6.52,Oil,18
2024010211,6,216,94.69,23,22.75,Bulk,92
2024010212,1,217,30.15,18,17.47,Container,28
2024010212,2,218,69.09,12,23.97,Container,77
2024010212,3,219,31.7,13,5.87,Oil,18
2024010212,4,220,78.96,8,13.73,Bulk,47
2024010212,5,221,44.95,10,9.18,Container,43
2024010212,6,222,38.24,11,12.92,Container,23
2024010213,1,223,36.86,11,20.41,Container,78
2024010213,2,224,79.18,20,6.61,Oil,88
2024010213,3,225,31.03,23,20.64,Bulk,63
2024010213,4,226,57.26,12,2.04,Container,46
2024010213,5,227,54.98,15,7.12,Bulk,13
2024010213,6,228,66.43,21,11.2,Container,63
2024010214,1,229,93.86,10,22.37,Bulk,95
2024010214,2,230,48.98,11,13.07,Oil,26
2024010214,3,231,84.34,9,13.79,Bulk,14
2024010214,4,232,91.91,11,3.71,Bulk,76
2024010214,5,233,39.68,18,19.31,Bulk,60
2024010214,6,234,66.4,16,8.14,Container,6
2024010215,1,235,45.51,23,12.03,Container,73
2024010215,2,236,85.16,22,14.23,Bulk,18
2024010215,3,237,76.14,10,12.81,Oil,23
2024010215,4,238,78.59,11,7.35,Container,7
2024010215,5,239,76.29,20,23.0,Oil,10
2024010215,6,240,90.13,17,4.71,Oil,7
2024010216,1,241,72.47,5,19.63,Container,39
2024010216,2,242,87.38,13,8.97,Bulk,18
2024010216,3,243,69.78,6,3.55,Container,75
2024010216,4,244,49.07,17,4.67,Oil,90
2024010216,5,245,42.94,6,13.42,Container,86
2024010216,6,246,51.25,13,3.91,Container,92
2024010217,1,247,71.9,20,4.78,Bulk,86
2024010217,2,248,42.2,24,2.97,Bulk,29
2024010217,3,249,92.43,19,18.66,Oil,23
2024010217,4,250,87.82,23,21.59,Oil,40
2024010217,5,251,75.17,12,20.18,Bulk,40
2024010217,6,252,93.61,14,14.21,Bulk,83
2024010218,1,253,40.17,23,13.1,Bulk,14
2024010218,2,254,68.72,22,20.05,Container,26
2024010218,3,255,56.49,19,16.07,Bulk,96
2024010218,4,256,72.88,14,14.09,Oil,21
2024010218,5,257,87.89,9,21.76,Bulk,2
2024010218,6,258,61.63,19,4.37,Bulk,67
2024010219,1,259,38.43,16,13.82,Bulk,71
2024010219,2,260,40.68,13,11.85,Bulk,77
2024010219,3,261,69.65,24,23.61,Container,77
2024010219,4,262,41.35,16,14.28,Oil,31
2024010219,5,263,46.13,9,16.46,Container,2
2024010219,6,264,70.66,10,13.97,Bulk,12
2024010220,1,265,32.11,10,15.46,Bulk,55
2024010220,2,266,84.55,24,14.66,Oil,16
2024010220,3,267,90.45,22,10.14,Oil,49
2024010220,4,268,69.29,23,16.76,Bulk,63
2024010220,5,269,77.77,24,7.36,Oil,97
2024010220,6,270,51.87,10,19.88,Bulk,83
2024010221,1,271,75.33,7,6.76,Container,65
2024010221,2,272,48.36,13,11.84,Oil,51
2024010221,3,273,43.05,22,23.1,Oil,91
2024010221,4,274,91.41,11,9.6,Oil,87
2024010221,5,275,86.32,8,15.73,Oil,75
2024010221,6,276,72.09,14,5.15,Bulk,94
2024010222,1,277,45.98,22,18.1,Oil,53
2024010222,2,278,79.01,12,21.35,Container,80
2024010222,3,279,90.02,11,6.33,Oil,63
2024010222,4,280,66.35,23,12.51,Oil,89
2024010222,5,281,90.36,11,21.1,Oil,24
2024010222,6,282,70.92,14,1.81,Bulk,36
2024010223,1,283,90.08,18,13.93,Bulk,99
2024010223,2,284,59.2,7,1.59,Container,27
2024010223,3,285,65.38,10,1.43,Oil,10
2024010223,4,286,94.12,6,3.41,Bulk,74
2024010223,5,287,70.45,20,6.38,Container,48
2024010223,6,288,62.43,7,22.21,Bulk,15
2024010300,1,289,32.05,5,3.39,Container,14
2024010300,2,290,57.71,23,15.79,Container,78
2024010300,3,291,31.76,12,1.86,Bulk,4
2024010300,4,292,37.13,5,21.36,Bulk,66
2024010300,5,293,49.42,10,7.1,Oil,36
2024010300,6,294,41.46,24,22.48,Bulk,39
2024010301,1,295,56.62,12,19.61,Oil,32
2024010301,2,296,72.2,15,23.06,Oil,34
2024010301,3,297,49.48,22,20.18,Container,10
2024010301,4,298,61.94,18,13.89,Bulk,94
2024010301,5,299,85.87,13,18.83,Container,73
2024010301,6,300,87.11,6,9.87,Container,94
2024010302,1,301,74.29,6,11.88,Container,31
2024010302,2,302,73.98,14,17.46,Container,86
2024010302,3,303,64.1,12,22.7,Oil,73
2024010302,4,304,81.48,13,14.75,Bulk,75
2024010302,5,305,48.18,14,21.49,Container,3
2024010302,6,306,92.81,16,18.53,Oil,46
2024010303,1,307,45.84,14,1.18,Bulk,90
2024010303,2,308,81.09,23,5.02,Oil,72
2024010303,3,309,81.49,8,12.49,Oil,52
2024010303,4,310,82.41,11,7.11,Bulk,29
2024010303,5,311,68.5,10,8.83,Bulk,88
2024010303,6,312,32.06,18,4.46,Bulk,91
2024010304,1,313,73.92,23,1.06,Container,23
2024010304,2,314,49.95,13,21.64,Oil,39
2024010304,3,315,94.62,21,15.38,Oil,2
2024010304,4,316,48.43,7,19.7,Container,42
2024010304,5,317,50.92,11,11.78,Bulk,42
2024010304,6,318,47.8,23,22.65,Container,56
2024010305,1,319,72.65,9,20.31,Bulk,88
2024010305,2,320,51.94,11,11.01,Container,43
2024010305,3,321,76.8,13,21.61,Container,47
2024010305,4,322,52.4,15,11.03,Bulk,63
2024010305,5,323,90.68,23,16.32,Oil,17
2024010305,6,324,46.87,20,17.62,Bulk,43
2024010306,1,325,48.96,8,20.73,Bulk,37
2024010306,2,326,57.89,9,21.13,Oil,40
2024010306,3,327,92.25,20,6.3,Oil,50
2024010306,4,328,38.1,12,18.95,Container,75
2024010306,5,329,62.03,17,15.27,Container,33
2024010306,6,330,61.12,9,5.3,Bulk,6
2024010307,1,331,78.0,9,12.71,Oil,81
2024010307,2,332,51.64,16,20.96,Bulk,36
2024010307,3,333,51.37,17,15.97,Oil,1
2024010307,4,334,60.57,7,2.47,Bulk,76
2024010307,5,335,62.87,10,15.03,Oil,57
2024010307,6,336,44.28,5,13.31,Container,4
2024010308,1,337,68.75,14,8.64,Bulk,3
2024010308,2,338,35.58,14,20.28,Oil,9
2024010308,3,339,61.25,7,19.5,Container,36
2024010308,4,340,53.24,5,13.0,Oil,38
2024010308,5,341,83.95,21,3.88,Oil,30
2024010308,6,342,45.83,24,6.17,Bulk,9
2024010309,1,343,79.61,24,3.0,Container,9
2024010309,2,344,60.94,16,15.33,Container,29
2024010309,3,345,88.48,20,6.1,Container,36
2024010309,4,346,59.35,17,12.13,Oil,42
2024010309,5,347,78.19,12,14.3,Container,74
2024010309,6,348,33.09,7,2.83,Bulk,3
2024010310,1,349,77.31,15,5.41,Oil,8
2024010310,2,350,78.15,20,21.4,Container,35
2024010310,3,351,41.87,9,16.34,Bulk,66
2024010310,4,352,51.35,5,21.78,Container,70
2024010310,5,353,62.24,13,23.65,Bulk,30
2024010310,6,354,86.66,9,11.15,Container,39
2024010311,1,355,47.97,10,10.6,Container,26
2024010311,2,356,66.6,12,11.28,Bulk,29
2024010311,3,357,50.86,18,15.51,Container,48
2024010311,4,358,47.9,17,22.4,Container,53
2024010311,5,359,76.91,21,6.63,Bulk,20
2024010311,6,360,60.04,7,10.64,Container,70
2024010312,1,361,60.5,7,22.9,Bulk,31
2024010312,2,362,65.23,9,8.75,Oil,46
2024010312,3,363,78.76,19,19.09,Container,49
2024010312,4,364,63.56,19,2.29,Oil,63
2024010312,5,365,43.43,11,22.48,Oil,24
2024010312,6,366,77.32,9,5.46,Bulk,46
2024010313,1,367,91.69,17,6.28,Bulk,50
2024010313,2,368,70.25,6,12.41,Container,36
2024010313,3,369,91.69,23,7.78,Bulk,44
2024010313,4,370,62.38,19,20.09,Container,76
2024010313,5,371,51.08,13,13.05,Oil,98
2024010313,6,372,33.07,22,8.8,Bulk,74
2024010314,1,373,85.23,19,4.56,Oil,20
2024010314,2,374,42.48,6,15.27,Bulk,10
2024010314,3,375,53.96,10,21.03,Oil,15
2024010314,4,376,78.22,16,23.61,Container,69
2024010314,5,377,66.88,16,17.47,Container,23
2024010314,6,378,66.57,9,6.88,Bulk,57
2024010315,1,379,42.33,21,22.36,Oil,74
2024010315,2,380,89.0,16,15.06,Oil,43
2024010315,3,381,34.66,24,22.23,Oil,93
2024010315,4,382,46.71,21,7.58,Bulk,25
2024010315,5,383,38.3,19,14.06,Container,3
2024010315,6,384,30.22,19,21.22,Oil,15
2024010316,1,385,41.19,23,21.58,Bulk,65
2024010316,2,386,52.47,8,20.08,Container,86
2024010316,3,387,38.47,21,3.71,Bulk,60
2024010316,4,388,51.52,22,5.58,Bulk,24
2024010316,5,389,81.29,15,12.28,Bulk,1
2024010316,6,390,42.8,17,21.08,Oil,11
2024010317,1,391,32.03,12,23.78,Oil,61
2024010317,2,392,86.4,11,11.18,Bulk,94
2024010317,3,393,48.2,19,4.7,Bulk,83
2024010317,4,394,36.99,5,14.42,Container,4
2024010317,5,395,57.76,5,22.79,Bulk,73
2024010317,6,396,48.2,8,9.84,Bulk,7
2024010318,1,397,66.09,18,6.02,Bulk,64
2024010318,2,398,90.76,5,22.42,Container,69
2024010318,3,399,41.31,21,10.07,Bulk,77
2024010318,4,400,90.62,5,21.66,Bulk,17
2024010318,5,401,82.0,8,21.13,Bulk,82
2024010318,6,402,71.48,16,22.44,Bulk,95
2024010319,1,403,63.59,17,14.79,Oil,37
2024010319,2,404,65.9,8,18.17,Oil,33
2024010319,3,405,49.56,15,16.47,Oil,15
2024010319,4,406,66.97,13,20.85,Container,38
2024010319,5,407,61.83,12,16.23,Container,73
2024010319,6,408,59.33,12,19.75,Oil,57
2024010320,1,409,34.12,16,2.38,Container,70
2024010320,2,410,70.11,14,1.74,Oil,77
2024010320,3,411,40.2,11,11.6,Bulk,8
2024010320,4,412,60.22,6,3.9,Bulk,19
2024010320,5,413,48.83,21,21.07,Oil,78
2024010320,6,414,88.46,23,12.43,Bulk,69
2024010321,1,415,73.48,22,20.81,Container,86
2024010321,2,416,47.88,6,1.73,Container,86
2024010321,3,417,90.07,21,22.64,Container,93
2024010321,4,418,66.51,8,8.22,Container,76
2024010321,5,419,57.54,8,16.46,Container,39
2024010321,6,420,41.84,22,4.51,Oil,86
2024010322,1,421,51.21,20,10.21,Bulk,3
2024010322,2,422,32.7,22,22.35,Bulk,98
2024010322,3,423,58.47,9,16.44,Bulk,81
2024010322,4,424,43.15,20,14.7,Container,89
2024010322,5,425,49.92,18,3.92,Bulk,34
2024010322,6,426,86.21,14,4.21,Container,39
2024010323,1,427,51.98,13,8.47,Container,64
2024010323,2,428,82.66,14,8.03,Oil,47
2024010323,3,429,86.53,7,4.86,Bulk,42
2024010323,4,430,57.51,23,11.35,Oil,45
2024010323,5,431,93.09,19,7.48,Container,72
2024010323,6,432,56.6,7,12.71,Oil,99
2024010400,1,433,82.93,24,4.22,Bulk,56
2024010400,2,434,91.92,18,20.62,Bulk,76
2024010400,3,435,30.58,24,1.25,Container,42
2024010400,4,436,53.11,15,6.68,Bulk,55
2024010400,5,437,80.02,8,21.18,Oil,78
2024010400,6,438,83.94,11,17.94,Bulk,66
2024010401,1,439,85.42,22,11.47,Container,45
2024010401,2,440,79.46,6,6.82,Bulk,71
2024010401,3,441,51.3,5,1.71,Oil,66
2024010401,4,442,82.2,24,3.43,Bulk,31
2024010401,5,443,66.77,20,2.3,Oil,73
2024010401,6,444,42.76,5,14.31,Bulk,16
2024010402,1,445,43.01,10,7.5,Bulk,73
2024010402,2,446,44.42,24,13.61,Container,69
2024010402,3,447,40.84,16,19.68,Container,97
2024010402,4,448,49.55,6,7.97,Oil,60
2024010402,5,449,77.87,23,19.35,Oil,37
2024010402,6,450,90.32,15,7.66,Container,51
2024010403,1,451,45.86,5,21.69,Oil,54
2024010403,2,452,67.97,10,21.79,Oil,9
2024010403,3,453,35.46,7,14.96,Container,27
2024010403,4,454,65.92,16,22.27,Oil,28
2024010403,5,455,82.16,16,19.89,Bulk,4
2024010403,6,456,71.6,17,11.36,Bulk,0
2024010404,1,457,66.26,17,1.05,Bulk,9
2024010404,2,458,74.51,16,16.23,Oil,83
2024010404,3,459,52.61,15,11.43,Oil,65
2024010404,4,460,69.75,12,4.45,Container,39
2024010404,5,461,33.88,6,2.52,Container,41
2024010404,6,462,48.35,17,12.33,Bulk,61
2024010405,1,463,40.57,15,8.55,Container,96
2024010405,2,464,80.81,9,22.08,Container,57
2024010405,3,465,37.47,8,12.9,Oil,1
2024010405,4,466,75.9,17,19.19,Oil,23
2024010405,5,467,54.43,13,15.58,Oil,82
2024010405,6,468,58.52,18,7.27,Container,93
2024010406,1,469,74.24,21,11.62,Bulk,24
2024010406,2,470,83.4,9,11.9,Oil,68
2024010406,3,471,54.42,16,19.65,Container,33
2024010406,4,472,39.44,18,23.85,Container,86
2024010406,5,473,69.65,24,16.13,Container,29
2024010406,6,474,91.43,10,8.97,Bulk,94
2024010407,1,475,42.48,21,6.73,Container,90
2024010407,2,476,61.2,14,1.06,Bulk,28
2024010407,3,477,33.47,13,21.46,Bulk,54
2024010407,4,478,44.9,10,8.41,Container,96
2024010407,5,479,67.56,22,1.93,Oil,41
2024010407,6,480,72.57,8,1.03,Oil,37
2024010408,1,481,43.55,21,6.54,Container,88
2024010408,2,482,87.92,6,20.77,Container,39
2024010408,3,483,78.16,19,21.94,Bulk,52
2024010408,4,484,71.57,17,8.49,Container,31
2024010408,5,485,40.2,8,11.94,Bulk,93
2024010408,6,486,58.22,14,19.49,Container,21
2024010409,1,487,83.22,13,3.47,Container,53
2024010409,2,488,72.51,5,2.22,Bulk,15
2024010409,3,489,30.2,9,8.85,Oil,58
2024010409,4,490,45.65,15,4.98,Container,72
2024010409,5,491,77.86,10,9.36,Bulk,40
2024010409,6,492,55.49,10,17.87,Container,22
2024010410,1,493,59.01,16,7.61,Oil,43
2024010410,2,494,57.95,20,15.41,Bulk,14
2024010410,3,495,77.65,5,12.33,Container,53
2024010410,4,496,54.21,19,20.57,Container,0
2024010410,5,497,77.39,23,9.15,Oil,61
2024010410,6,498,89.19,20,15.36,Bulk,27
2024010411,1,499,39.07,5,12.4,Oil,15
2024010411,2,500,93.56,16,2.81,Oil,43
2024010411,3,501,51.94,7,9.22,Bulk,51
2024010411,4,502,91.51,8,4.48,Oil,95
2024010411,5,503,61.28,12,1.6,Container,74
2024010411,6,504,70.88,14,5.38,Container,43
2024010412,1,505,81.31,10,10.56,Oil,78
2024010412,2,506,43.32,16,15.44,Container,40
2024010412,3,507,52.78,9,3.27,Oil,40
2024010412,4,508,50.9,10,20.13,Bulk,26
2024010412,5,509,84.18,21,16.75,Container,33
2024010412,6,510,31.86,5,13.24,Oil,92
2024010413,1,511,48.88,14,8.73,Bulk,40
2024010413,2,512,57.47,6,22.84,Oil,98
2024010413,3,513,31.1,21,23.11,Container,45
2024010413,4,514,52.23,16,11.04,Oil,33
2024010413,5,515,54.79,14,21.98,Container,3
2024010413,6,516,38.59,8,1.19,Container,4
2024010414,1,517,89.14,13,11.48,Bulk,62
2024010414,2,518,85.48,5,16.24,Bulk,2
2024010414,3,519,65.23,15,18.13,Container,20
2024010414,4,520,93.98,24,13.91,Oil,56
2024010414,5,521,84.4,21,15.98,Bulk,36
2024010414,6,522,33.54,7,14.12,Container,49
2024010415,1,523,39.58,24,10.79,Container,73
2024010415,2,524,43.89,21,6.51,Oil,43
2024010415,3,525,39.96,19,22.38,Container,61
2024010415,4,526,69.48,12,19.29,Container,12
2024010415,5,527,75.61,9,14.45,Bulk,12
2024010415,6,528,88.59,15,4.01,Bulk,96
2024010416,1,529,82.57,10,5.52,Container,47
2024010416,2,530,40.27,19,19.13,Bulk,26
2024010416,3,531,32.18,7,8.77,Bulk,56
2024010416,4,532,59.02,16,9.65,Container,7
2024010416,5,533,93.29,11,16.82,Container,20
2024010416,6,534,59.75,16,9.42,Bulk,55
2024010417,1,535,61.4,22,16.07,Oil,8
2024010417,2,536,73.78,22,10.4,Oil,62
2024010417,3,537,31.66,7,10.37,Bulk,62
2024010417,4,538,81.32,17,13.41,Oil,58
2024010417,5,539,82.49,14,9.43,Bulk,95
2024010417,6,540,52.73,9,11.26,Bulk,92
2024010418,1,541,54.82,24,8.49,Oil,69
2024010418,2,542,40.2,9,4.39,Container,69
2024010418,3,543,33.41,10,16.96,Container,23
2024010418,4,544,92.14,15,19.0,Bulk,84
2024010418,5,545,38.7,20,10.37,Container,52
2024010418,6,546,91.1,24,21.02,Bulk,71
2024010419,1,547,71.07,15,16.5,Oil,38
2024010419,2,548,94.16,19,14.93,Container,58
2024010419,3,549,59.36,13,8.28,Bulk,4
2024010419,4,550,82.97,17,1.76,Container,3
2024010419,5,551,46.53,12,3.53,Container,21
2024010419,6,552,34.44,15,21.83,Container,9
2024010420,1,553,74.82,14,1.44,Container,90
2024010420,2,554,88.06,10,7.45,Bulk,77
2024010420,3,555,34.19,13,18.09,Oil,88
